241,47,84,106,5797,0
236,61,96,136,7955,0
237,74,102,163,9885,0
243,82,108,182,11268,0
251,89,114,198,12555,0
261,95,118,212,13626,0
272,102,120,230,14872,0
289,109,120,248,15919,0
369,82,337,262,27070,0
387,83,336,272,30377,0
398,85,333,278,32463,0
408,87,332,282,33664,0
415,88,336,284,34260,0
417,90,336,284,34367,0
417,90,334,284,34264,0
418,90,331,286,34363,0
420,91,330,290,34896,0
421,94,324,294,35309,0
426,96,320,300,36167,0
430,98,318,304,36635,0
433,100,316,306,36831,0
433,100,318,306,36947,0
432,100,316,307,36830,0
432,99,314,306,36807,0
430,99,312,306,36645,0
430,99,310,308,36678,0
431,99,308,310,36832,0
431,100,310,312,37187,0
431,102,310,315,37610,1
370,104,337,330,39737,1
371,104,338,328,39833,1
371,104,337,328,39786,1
370,104,339,328,39772,1
370,103,339,328,39771,1
369,103,338,328,39750,1
368,103,340,328,39728,1
367,104,338,328,39727,1
367,104,338,328,39691,1
368,104,336,330,39886,1
369,105,338,330,39903,1
371,107,336,334,40526,1
373,109,338,338,40794,1
377,110,338,340,41187,1
379,112,336,342,41403,1
379,112,336,342,41403,1
382,113,338,344,41720,1
386,115,340,348,42098,1
386,117,340,350,41578,1
389,118,340,352,42030,1
393,120,338,354,42014,1
449,131,296,360,38771,1
455,132,290,362,38482,1
460,134,277,362,38051,1
438,119,340,346,40850,1
428,117,352,342,40642,1
406,115,354,334,40082,1
395,115,356,334,40135,1
395,115,356,334,40135,1
383,115,359,334,40542,1
442,131,336,368,45046,1
459,135,306,372,43281,1
473,141,274,376,40296,1
487,149,248,382,37700,1
493,164,170,386,33132,1
521,163,194,394,35638,1
539,168,174,400,35724,1
551,171,164,404,36189,1
556,173,162,404,36059,1
558,173,162,403,35670,1
557,171,164,399,35053,1
554,168,168,394,34349,1
553,165,166,390,33600,1
553,162,167,384,32571,1
552,158,170,378,31774,1
550,154,170,373,31049,1
549,151,170,370,30715,1
549,148,172,366,30240,1
549,145,172,362,30258,1
549,142,174,360,30125,1
545,140,180,354,29535,1
543,137,184,350,29048,1
541,135,188,346,28976,1
539,133,192,342,28777,1
536,131,196,340,28894,1
534,130,198,339,29011,1
533,130,200,338,29196,1
532,130,200,339,29359,1
532,130,200,340,29495,1
531,130,202,340,29475,1
530,130,202,340,29527,1
529,130,202,340,29503,1
524,130,210,338,29741,1
517,129,222,336,30182,1
510,128,230,334,30523,1
501,127,244,330,30588,1
489,125,260,326,30511,1
475,124,278,322,30278,1
477,113,296,318,34050,1
464,109,318,316,34946,1
445,108,314,312,34719,1
425,108,312,310,34480,1
405,107,310,306,34285,1
386,107,306,304,34230,1
370,106,302,304,34036,1
358,106,298,303,33791,1
348,106,295,302,33639,1
341,107,290,304,33501,1
337,107,285,304,33349,1
334,107,281,306,33332,1
333,108,280,306,33492,1
332,111,325,322,38110,1
328,111,334,324,39062,1
323,111,345,326,39992,1
323,111,345,326,39992,1
433,124,340,358,44179,1
456,127,312,362,43474,1
469,132,288,366,41455,1
496,140,230,374,37650,1
507,143,214,376,36524,1
516,147,197,380,35606,1
527,150,182,382,35206,1
531,152,180,384,34600,1
534,154,178,384,34477,1
534,154,178,384,34477,1
538,155,172,386,34250,1
540,154,172,386,34315,1
538,154,176,386,34379,1
538,154,176,386,34379,1
535,154,180,386,34460,1
532,144,196,368,33190,1
532,142,196,364,32527,1
534,137,194,356,31697,1
534,135,198,352,31360,1
533,133,200,348,31307,1
533,133,200,348,31307,1
532,133,202,346,31066,1
532,133,200,346,30987,1
568,150,154,360,27633,1
572,153,150,362,27154,1
569,154,156,362,27814,1
569,154,156,362,27814,1
565,153,160,364,28561,1
561,151,168,364,29675,1
558,150,172,366,30735,1
557,150,174,368,31157,1
555,151,178,368,31522,1
552,150,184,368,32018,1
548,148,192,366,32635,1
541,145,208,364,33205,1
528,141,228,358,33841,1
512,139,254,352,34687,1
494,135,288,343,36193,1
471,132,328,334,37838,1
339,112,350,306,40628,1
341,112,340,306,40390,1
345,113,330,307,40022,1
534,136,210,350,32667,1
538,137,206,350,31988,1
541,138,204,350,31320,1
542,140,202,352,31112,1
546,142,194,358,31230,1
549,145,190,362,31432,1
551,148,186,366,31398,1
552,150,184,368,31407,1
553,153,182,372,31663,1
552,160,186,380,32583,1
543,158,200,378,32760,1
535,153,216,376,34391,1
523,150,236,374,35425,1
509,149,258,372,36709,1
495,147,284,368,38449,1
546,144,198,360,31323,1
545,144,200,358,31329,1
541,144,206,359,31531,1
541,144,206,359,31531,1
535,143,216,358,31934,1
530,142,224,358,32810,1
524,142,234,357,33445,1
517,141,248,356,34814,1
509,142,262,354,35912,1
500,142,276,353,36808,1
477,140,314,348,39133,1
471,135,334,346,41595,1
463,131,352,342,43516,1
463,131,352,342,43516,1
522,143,188,366,35194,1
519,142,192,366,35528,1
517,142,198,366,35564,1
512,141,204,364,35286,1
510,136,212,360,36265,1
504,133,220,356,36939,1
498,130,228,354,37404,1
494,126,237,351,38250,1
490,123,246,348,39873,1
484,120,254,346,40421,1
482,118,258,346,40852,1
478,118,260,344,40356,1
478,118,260,344,40245,1
479,118,258,344,40373,1
481,118,258,346,40508,1
483,118,256,346,40453,1
485,119,252,348,40475,1
485,120,250,348,39871,1
488,121,248,350,40330,1
489,122,246,350,40058,1
490,123,246,352,40208,1
462,119,264,346,40517,1
457,118,264,342,39626,1
453,117,264,338,38569,1
451,116,264,336,38559,1
447,115,264,334,38061,1
444,115,264,332,37478,1
443,114,262,332,37413,1
444,114,260,332,37741,1
444,114,258,332,37645,1
445,114,254,330,37214,1
446,114,256,330,37447,1
444,114,256,330,37055,1
443,113,256,328,36784,1
445,113,254,328,36875,1
445,113,254,328,36556,1
446,113,254,328,36684,1
447,114,254,329,36658,1
448,113,257,328,36909,1
447,114,256,330,36902,1
448,114,256,330,36929,1
450,114,254,330,36945,1
451,114,254,332,36902,1
453,114,254,332,37304,1
453,115,254,332,37034,1
454,115,253,332,36904,1
457,115,254,332,37264,1
457,115,254,332,37170,1
460,115,254,334,37998,1
460,115,254,334,38015,1
459,116,252,336,37998,1
458,116,254,336,38320,1
457,117,254,338,38525,1
455,117,255,338,38738,1
455,117,258,338,38829,1
453,117,258,338,39218,1
452,118,257,340,39507,1
453,118,256,342,39651,1
457,118,258,342,40297,1
461,119,258,344,40454,1
465,119,260,346,40694,1
469,120,259,348,40856,1
473,121,264,350,41018,1
473,121,264,350,41018,1
476,121,264,350,41597,1
468,121,278,350,41726,1
459,121,281,348,41581,1
447,121,290,346,41147,1
435,120,293,344,41114,1
424,120,292,342,41168,1
416,120,288,342,41288,1
407,119,288,340,41011,1
398,119,288,338,40583,1
398,119,288,338,40583,1
392,118,286,336,40331,1
387,118,285,334,40007,1
385,117,284,332,39671,1
392,117,278,332,39357,1
402,117,274,334,39705,1
411,117,275,336,40093,1
421,118,276,338,40275,1
428,118,276,340,40656,1
433,119,278,342,41039,1
435,119,278,342,41083,1
435,119,278,342,41083,1
435,119,279,344,41427,1
417,119,280,340,41254,1
408,117,282,334,40527,1
401,116,284,328,39255,1
401,116,284,328,39255,1
395,114,288,322,38541,1
389,113,294,320,38298,1
385,112,294,318,37880,1
384,112,296,318,37942,1
384,111,300,314,37683,1
387,110,303,310,37254,1
392,110,306,310,37291,1
397,110,302,312,37355,1
404,111,298,316,37850,1
404,111,298,316,37850,1
409,112,296,318,38279,1
411,112,296,318,38286,1
410,112,296,318,38174,1
408,111,296,316,38156,1
405,111,298,316,38042,1
401,111,299,314,37735,1
398,110,298,312,37516,1
396,110,296,312,37553,1
394,110,292,314,37424,1
394,110,292,314,37424,1
395,110,289,314,37400,1
396,111,286,316,37521,1
398,111,285,316,37503,1
398,111,285,316,37577,1
398,112,283,318,37505,1
399,111,280,318,37684,1
400,111,279,318,37498,1
401,111,278,318,37519,1
402,112,278,318,37114,1
406,111,278,318,37605,1
409,111,280,319,37664,1
412,112,278,320,37652,1
415,112,278,320,37842,1
416,112,276,322,37789,1
419,112,274,322,37907,1
419,112,274,322,37917,1
420,112,272,324,37998,1
419,112,270,324,37980,1
419,112,270,322,37833,1
418,112,270,322,37721,1
417,111,272,320,37588,1
415,111,270,320,37452,1
413,111,272,318,37339,1
412,111,270,318,37202,1
412,111,272,318,37059,1
413,111,270,318,37063,1
413,110,270,316,36767,1
411,110,270,316,36691,1
409,110,270,314,36402,1
407,110,270,314,36405,1
406,109,267,314,36196,1
404,110,266,314,36331,1
404,110,266,316,36571,1
404,110,266,316,36437,1
402,110,266,314,36377,1
402,110,265,314,36148,1
403,109,264,314,36134,1
404,110,263,314,36081,1
406,110,262,316,36334,1
407,110,261,318,36591,1
408,111,260,318,36710,1
409,111,258,320,36858,1
408,111,256,318,36675,1
407,111,257,318,36636,1
406,111,256,318,36516,1
405,110,255,318,36514,1
403,110,254,318,36346,1
403,110,254,318,36346,1
402,111,252,318,36435,1
403,111,252,318,36243,1
403,111,250,318,36443,1
404,110,251,318,36454,1
405,110,250,318,36341,1
406,110,250,318,36345,1
406,110,249,318,36205,1
407,111,248,318,36347,1
407,111,248,318,36540,1
408,111,246,318,36425,1
409,110,245,318,36218,1
410,110,246,316,36084,1
410,109,244,314,35720,1
410,109,242,312,35188,1
411,108,235,312,34927,1
414,108,230,312,34486,1
418,108,226,314,34524,1
420,108,225,314,34503,1
333,433,52,108,2773,1
420,108,226,314,34638,1
419,108,226,314,34654,1
325,433,51,108,2807,1
417,108,226,312,34660,1
415,107,226,312,34566,1
414,108,226,312,34436,1
413,108,227,312,34574,1
413,108,226,312,34573,1
412,108,226,312,34548,1
412,107,228,312,34463,1
411,107,228,310,34197,1
411,107,228,310,34273,1
411,107,228,310,34213,1
411,107,228,310,34170,1
410,107,226,310,34054,1
409,107,225,310,34091,1
409,107,226,310,34149,1
408,107,226,310,34106,1
408,107,224,310,33961,1
408,107,224,310,34067,1
407,107,224,310,34018,1
406,107,224,310,34027,1
406,107,224,310,34027,1
405,107,225,309,33939,1
402,106,226,308,33669,1
400,106,226,306,33409,1
398,106,226,306,33325,1
397,105,226,304,33190,1
395,105,226,304,32923,1
393,105,228,302,32884,1
391,105,228,302,32716,1
390,104,226,300,32578,1
389,105,228,300,32399,1
388,104,226,300,32476,1
388,105,228,301,32602,1
385,104,226,300,32360,1
385,104,226,298,32191,1
384,104,226,298,32034,1
383,104,227,298,31995,1
382,103,227,297,31931,1
381,103,226,296,31809,1
379,103,224,296,31694,1
378,103,226,296,31739,1
377,104,225,296,31737,1
377,103,224,296,31707,1
377,104,224,296,31653,1
376,104,224,298,31781,1
375,104,224,298,31755,1
373,103,225,296,31656,1
373,103,226,296,31692,1
376,103,224,296,31767,1
376,103,224,296,31767,1
379,104,224,298,31948,1
384,104,224,300,32232,1
388,104,226,300,32397,1
391,104,228,302,32677,1
393,104,229,302,32956,1
393,104,228,303,33025,1
392,105,230,304,33151,1
390,105,230,304,33111,1
389,105,230,304,33242,1
389,105,230,304,33242,1
388,105,230,304,33264,1
388,105,230,304,33184,1
389,105,230,304,33269,1
390,105,230,304,33155,1
392,105,230,306,33354,1
395,105,230,306,33454,1
398,107,232,308,33820,2
473,96,155,266,22373,2
472,96,154,265,22306,2
472,96,154,265,22306,2
472,96,156,266,22257,2
471,96,156,264,22299,2
469,96,156,266,22280,2
469,96,156,266,22301,2
468,96,156,264,22272,2
468,96,155,264,22242,2
468,96,155,264,22238,2
467,96,157,264,22216,2
468,96,158,264,22227,2
468,96,158,264,22227,2
469,96,156,264,22242,2
471,96,155,264,22267,2
472,96,155,266,22320,2
474,96,154,266,22481,2
470,97,158,268,22815,2
460,98,161,268,22812,2
371,387,52,199,4363,2
451,98,162,266,22739,2
446,98,162,266,22606,2
443,98,165,267,22513,2
440,98,164,264,22348,2
438,97,163,262,22095,2
435,96,164,260,21937,2
433,96,163,258,21662,2
431,96,162,258,21438,2
430,95,163,256,21251,2
429,95,162,255,21099,2
430,95,160,255,20983,2
432,95,160,256,20875,2
434,95,158,254,20844,2
437,95,156,253,20731,2
439,95,158,256,20704,2
441,95,158,256,20697,2
443,95,157,255,20629,2
447,94,156,254,20623,2
450,94,154,254,20592,2
454,94,154,254,20675,2
458,95,152,256,20619,2
463,94,150,254,20705,2
469,94,150,256,20770,2
475,95,151,258,20902,2
483,95,148,260,21119,2
491,95,146,262,21481,2
499,96,146,265,21947,2
506,97,148,268,22462,2
513,98,150,274,23555,2
513,98,150,274,23555,2
514,99,150,276,23876,2
513,99,154,278,24299,2
509,100,156,278,24485,2
503,101,158,280,24661,2
483,101,164,278,24635,2
396,391,52,190,4620,2
475,100,162,276,24495,2
386,392,51,193,4524,2
459,99,168,270,23824,2
451,98,170,266,23455,2
444,97,168,264,23045,2
437,97,168,262,22671,2
433,96,167,260,22358,2
428,96,163,258,21709,2
428,96,163,258,21709,2
427,96,163,258,21509,2
427,96,162,258,21347,2
428,96,160,256,21132,2
429,96,158,255,20914,2
429,95,158,254,20696,2
430,95,157,254,20614,2
432,95,156,252,20432,2
433,95,157,254,20412,2
434,94,156,252,20266,2
435,94,156,252,20124,2
436,94,156,250,20041,2
438,94,152,248,19832,2
439,93,153,248,19708,2
439,93,152,248,19513,2
440,93,150,246,19274,2
441,91,148,244,18788,2
444,92,146,244,18876,2
446,92,144,243,18803,2
449,91,142,244,18560,2
452,92,142,244,18715,2
457,91,138,244,18635,2
462,92,138,247,18725,2
469,91,135,247,18766,2
475,92,134,248,18973,2
481,92,136,250,19241,2
487,93,138,250,19513,2
491,93,138,251,19710,2
495,93,140,254,19885,2
500,94,140,256,20067,2
505,93,138,255,20194,2
509,93,138,256,20426,2
511,93,138,256,20481,2
513,93,141,258,20744,2
515,93,141,256,20775,2
515,93,141,256,20775,2
518,94,146,260,21397,2
519,94,150,259,21603,2
519,95,156,261,21915,2
519,95,158,260,21996,2
519,96,160,262,22315,2
520,97,161,264,22651,2
522,97,160,267,22976,2
525,98,160,268,23342,2
528,99,162,272,23876,2
528,99,162,272,23876,2
530,99,160,274,24202,2
533,100,164,278,25157,2
533,101,166,280,25631,2
530,101,168,280,26008,2
525,102,171,281,26380,2
518,102,174,280,26540,2
508,102,180,280,26600,2
472,102,194,272,26255,2
459,102,196,271,25948,2
448,102,198,269,25626,2
436,101,197,266,24994,2
417,100,192,264,23995,2
409,98,188,260,23298,2
402,97,188,257,22578,2
395,95,182,251,21707,2
390,93,178,248,20910,2
390,93,178,248,20910,2
387,92,171,246,20117,2
386,89,162,242,19261,2
386,88,160,238,18647,2
387,87,158,235,17954,2
389,86,152,230,17395,2
395,85,149,228,16737,2
398,85,149,229,16444,2
403,85,145,226,16211,2
408,85,143,226,16003,2
414,84,141,224,15830,2
414,84,141,224,15830,2
420,85,141,226,15808,2
428,84,140,226,15795,2
435,85,138,226,15818,2
443,85,138,226,15881,2
451,85,138,228,16037,2
460,86,137,230,16065,2
468,86,137,231,16328,2
483,88,137,234,16791,2
491,89,136,236,17237,2
491,89,136,236,17237,2
497,89,136,236,17709,2
502,90,138,240,17971,2
508,90,139,240,18218,2
512,90,141,242,18480,2
516,91,144,246,18889,2
520,91,144,246,19201,2
524,92,145,251,19825,2
526,93,147,254,20114,2
528,94,150,258,20738,2
529,95,153,259,21134,2
531,95,154,260,21618,2
531,96,151,263,22058,2
531,97,152,266,22419,2
530,97,154,268,22764,2
527,98,156,270,23153,2
520,98,156,272,23746,2
520,98,156,272,23746,2
516,99,157,274,23930,2
510,99,155,274,23985,2
503,98,152,273,23734,2
495,98,151,272,23631,2
485,98,151,272,23422,2
403,394,51,195,4377,2
475,97,150,270,23050,2
394,390,55,196,4624,2
465,97,148,270,22792,2
383,390,56,198,4522,2
455,97,146,268,22446,2
374,386,58,201,4753,2
445,97,146,266,22077,2
363,387,56,200,4648,2
436,96,144,264,21548,2
354,387,55,201,4626,2
427,96,147,263,21188,2
344,387,53,200,4482,2
421,94,145,258,20790,2
336,384,54,206,4588,2
414,94,148,256,20459,2
409,93,146,253,19986,2
405,92,151,250,19595,2
402,91,151,248,19254,2
399,90,150,246,18872,2
398,89,148,244,18531,2
398,89,145,241,18096,2
400,87,142,238,17603,2
402,87,139,238,17458,2
406,87,138,238,17204,2
410,86,136,236,17088,2
415,87,136,238,17075,2
420,87,135,238,17035,2
426,87,135,237,16940,2
431,87,136,238,17051,2
437,87,136,236,17126,2
442,87,138,238,17181,2
448,88,136,236,17424,2
455,88,137,238,17595,2
462,88,134,239,17525,2
471,89,138,243,18005,2
480,90,134,242,18362,2
489,90,134,244,18712,2
498,91,134,246,18963,2
507,91,136,248,19310,2
515,92,138,252,19662,2
524,93,139,256,20355,2
531,94,140,258,20911,2
538,95,143,262,21476,2
550,97,147,270,22716,2
550,97,147,270,22716,2
555,98,150,272,23393,2
558,99,148,276,24035,2
559,100,148,278,24392,2
560,100,148,280,24866,2
558,100,152,280,25184,2
554,102,160,282,25705,2
549,102,166,282,25860,2
541,102,164,282,25824,2
532,102,165,282,25851,2
521,102,168,282,25784,2
509,102,168,280,25677,2
482,102,172,277,25142,2
456,102,174,270,24321,2
446,101,176,270,23880,2
436,100,179,266,23105,2
429,98,177,260,22589,2
423,97,177,258,22031,2
421,96,173,255,21513,2
420,95,167,252,21013,2
421,95,166,252,20555,2
422,94,165,250,20065,2
423,93,163,247,19550,2
425,92,163,246,19271,2
428,92,162,244,19086,2
431,92,159,244,18868,2
434,91,160,245,18732,2
437,91,157,242,18559,2
442,91,155,241,18419,2
448,91,151,240,18491,2
454,91,150,242,18497,2
454,91,150,242,18497,2
471,92,148,242,18820,2
490,93,147,245,19202,2
490,93,147,245,19202,2
500,93,146,246,19460,2
510,93,145,248,19617,2
520,94,146,250,19995,2
528,94,147,251,20332,2
535,95,148,252,20568,2
542,95,148,256,20972,2
542,95,148,256,20972,2
549,96,148,260,21299,2
562,96,146,266,22318,2
566,97,142,270,22271,2
568,99,140,272,22265,2
569,100,138,274,22057,2
569,101,138,276,22221,2
568,102,140,278,22653,2
567,103,144,278,23313,2
565,103,150,280,24279,2
565,103,150,280,24279,2
561,103,158,282,25349,2
555,103,168,282,25984,2
466,101,174,266,23491,2
452,99,176,262,22493,2
447,98,176,259,22071,2
444,96,172,254,21453,2
443,95,167,252,21024,2
445,94,169,248,20378,2
451,93,163,245,19661,2
451,93,163,245,19661,2
457,93,162,244,19806,2
462,92,159,244,19443,2
468,93,158,244,19477,2
475,93,156,244,19744,2
482,93,154,244,19842,2
487,93,152,244,19878,2
493,94,153,249,20195,2
499,94,152,250,20375,2
513,95,150,254,20827,2
519,96,152,258,21286,2
519,96,152,258,21286,2
525,96,153,258,21700,2
529,97,154,262,22097,2
532,98,158,266,22637,2
534,99,159,268,23012,2
534,100,160,269,23420,2
533,101,163,272,23731,2
530,101,164,270,24015,2
525,102,166,270,24163,2
515,102,170,273,24322,2
515,102,170,273,24322,2
478,102,179,266,23719,2
470,101,181,262,23356,2
462,100,181,258,22985,2
455,99,182,256,22564,2
449,97,181,252,22012,2
444,96,180,249,21734,2
441,96,178,248,21423,2
439,95,178,248,21148,2
438,94,174,246,20580,2
438,94,174,244,20378,2
438,95,173,246,20394,2
440,93,170,245,19936,2
442,94,169,246,20115,2
444,93,164,244,19711,2
446,93,164,246,19686,2
449,93,162,246,19576,2
452,93,160,248,19597,2
456,93,156,246,19848,2
457,93,156,247,19839,2
458,94,157,248,20024,2
457,93,158,247,19811,2
457,93,158,248,20039,2
456,93,157,248,20001,2
454,93,156,248,19975,2
453,93,155,250,19962,2
453,93,153,250,20066,2
454,93,150,248,20142,2
456,94,151,252,20469,2
459,94,153,254,20903,2
463,94,153,254,21140,2
466,95,155,258,21530,2
468,96,160,260,21995,2
468,97,163,262,22499,2
468,98,164,262,22767,2
468,99,165,264,23056,2
466,99,166,264,23240,2
464,99,171,265,23461,2
461,100,171,266,23599,2
456,99,174,265,23643,2
450,99,177,262,23531,2
440,99,176,262,23128,2
435,98,176,258,22722,2
432,98,174,258,22444,2
431,97,174,258,22226,2
431,97,174,256,22015,2
432,97,172,256,21831,2
436,96,169,254,21676,2
440,96,166,254,21529,2
443,96,166,254,21286,2
446,96,164,254,21273,2
449,96,164,254,21330,2
450,95,164,254,21152,2
452,96,164,255,21186,2
455,96,162,254,21330,2
459,96,162,254,21352,2
464,96,161,256,21442,2
480,98,174,260,23113,2
473,97,176,258,22892,2
467,97,175,256,22782,2
459,96,178,256,22556,2
451,96,179,254,22295,2
451,96,179,254,22295,2
443,95,179,252,22104,2
428,95,177,250,21698,2
424,95,175,250,21487,2
421,94,174,248,21127,2
420,94,172,248,20963,2
421,93,168,246,20547,2
423,92,165,244,20235,2
427,93,163,244,20185,2
432,93,162,248,20206,2
432,93,162,248,20206,2
438,94,160,250,20341,2
443,94,158,248,20406,2
