48396,327.0244639,102.3181313,88,311,-7,273,40,292,6
40386,318.0565987,105.1903037,131,314,35,271,83,292,6
39878,314.0143309,104,137,313,41,273,89,293,6
40064,313.0143767,106.976633,141,313,41,275,91,294,6
39564,314.0254767,106.976633,143,313,43,275,93,294,6
39878,314.0398064,104.7520883,141,313,43,276,92,294,6
40377,313.0399336,106.6255129,141,313,41,276,91,294,6
39808,311.0401903,106.282642,141,314,41,278,91,296,6
40248,312.0785158,107.5639345,141,314,40,277,90,295,6
39624,312.0785158,106.6255129,142,314,42,277,92,295,6
40064,313.0575027,107.5639345,142,314,41,277,91,295,6
39624,312.0400615,106.0424443,142,314,43,276,92,295,6
39497,311.0144691,105.6882207,142,313,43,276,92,294,6
39990,310.0064515,106.6255129,141,313,41,276,91,294,6
40430,311.0016077,108.8485186,140,313,38,275,89,294,6
40788,309.0145628,106.976633,137,312,37,274,87,293,6
40524,307.0586263,105.4751155,134,311,36,272,85,291,6
39603,307.0407139,105.3090689,134,311,37,270,85,290,6
39168,306.0261427,103.0776406,134,310,39,270,86,290,6
39040,305.0147537,105.3090689,137,310,40,269,88,289,6
38862,306.0147055,104.3886967,139,309,43,268,91,288,6
38862,306.001634,103.6194962,141,308,45,269,93,288,6
38556,306.0065359,104,143,307,47,267,95,287,6
38682,307.0016287,104.9237819,145,308,48,268,96,288,6
38934,309,105.4751155,146,307,48,268,97,287,6
38750,310,106.2308806,147,308,49,267,98,287,6
39936,312.0064102,107.7032961,147,308,47,268,97,288,6
40690,313.0143767,108.2681855,146,308,45,269,95,288,6
41580,315.0142854,108.8485186,144,307,42,269,93,288,6
41712,316.0775221,107.3359213,141,307,41,268,91,287,6
42930,318.127333,106.7754653,136,308,37,268,86,288,6
43112,317.2664495,106.2308806,132,308,34,267,83,287,6
44063,317.3546912,106.2308806,128,308,30,267,79,287,6
43924,316.4569481,105.4751155,125,307,27,268,76,287,6
42881,313.5171447,104,123,307,27,267,75,287,6
42918,311.7081969,104.2784733,122,307,27,264,74,285,6
42024,309.6465727,103.8701112,122,307,27,265,74,286,6
42366,307.5272346,101.6366076,120,305,27,264,73,284,6
41445,307.4703238,101.9803903,122,306,30,262,76,284,6
41004,306.4180151,102.8834292,125,306,32,262,78,284,6
40565,305.2769235,102.4158191,128,306,36,261,82,283,6
40260,305.2359743,103.3682737,131,304,37,261,84,282,6
39650,305.1982962,103.3150521,133,305,40,260,86,282,6
39824,304.0805814,103.8701112,136,304,41,262,88,283,6
39780,306.0800549,104.7854952,139,303,43,261,91,282,6
39780,306.0800549,106.1037228,141,303,44,260,92,281,6
40656,308.1038786,107.1540946,141,303,42,262,91,282,6
40656,308.1038786,105.7024125,139,304,42,262,90,283,6
40920,310.0790222,105.848949,138,303,40,263,89,283,6
41674,311.194473,105.848949,135,303,37,263,86,283,6
42432,312.409987,105.3090689,130,303,33,262,81,282,6
42607,311.6424233,105.7024125,126,305,29,263,77,284,6
43368,312.7059321,104.3886967,122,304,26,263,74,283,6
44304,312.8466078,105.7024125,119,304,22,262,70,283,6
43540,311.9246704,102.4597482,116,305,23,262,69,283,6
43090,310.8520548,102.4158191,115,305,23,260,69,282,6
42333,309.9306374,102.8834292,117,304,24,260,70,282,6
42504,308.6486676,101.133575,117,303,25,261,71,282,6
41616,306.4718584,102.4158191,122,304,30,259,76,281,6
40698,306.2352037,104.6947945,129,304,34,260,81,282,6
39955,305.1049,103.8701112,134,302,39,260,86,281,6
39474,306.0408469,103.8701112,140,301,45,259,92,280,6
38989,307,104.3886967,146,301,50,260,98,280,6
38250,306.0261427,103.0776406,150,301,55,261,102,281,6
37761,307.0260575,102.6937194,155,300,60,261,107,280,6
37698,309.0582469,102.8834292,159,299,63,262,111,280,6
38192,308.058436,105.0047618,162,298,63,263,112,280,6
39243,309.0258889,106.282642,162,298,62,262,112,280,6
39186,311.0064308,106.8924693,162,298,61,263,111,280,6
39680,310.0016129,109.4440496,160,298,57,261,108,279,6
40872,312.0400615,107.2240645,155,298,54,262,104,280,6
41448,314.0780158,105.6882207,148,299,49,262,98,280,6
42704,314.2292157,106.976633,143,299,43,261,93,280,6
43646,314.407379,107.7032961,138,300,38,260,88,280,6
43470,315.5724956,107.01869,133,301,35,258,84,279,6
42881,313.5761471,106.1037228,131,301,34,258,82,279,6
42744,312.5779903,103.788246,128,301,34,257,81,279,6
42296,311.5798453,104.2784733,130,299,35,256,82,277,6
41406,309.5238278,104.2161216,132,300,38,255,85,277,6
41230,310.3626911,105.6030303,136,298,40,254,88,276,6
40170,309.2329219,102.5524256,140,295,46,254,93,274,6
39680,310.0790222,103.0776406,145,295,50,255,97,275,6
38625,309.0404504,102.5524256,149,295,55,254,102,274,6
38316,309.0258889,103.247276,154,294,58,256,106,275,6
37884,308,104.3886967,157,296,61,255,109,275,6
38007,309.0064724,102.8834292,160,295,64,258,112,276,6
38007,309.0258889,103.4649699,164,296,67,260,115,278,6
37698,309.0582469,104.6756896,168,296,69,262,118,279,6
37698,309.16177,103.7304198,169,297,71,263,120,280,6
37698,309.2329219,104.6756896,172,299,73,265,122,282,6
37698,309.3169895,104.6756896,173,299,74,265,123,282,6
38253,311.3615262,103.7400598,174,299,75,268,124,283,6
38376,312.3139446,104.0432602,174,300,75,268,124,284,6
39878,314.2292157,105.9481005,173,301,72,269,122,285,6
40893,317.1277345,106.2544117,170,302,69,269,119,285,6
41600,320.0140622,106.8924693,166,303,65,268,115,285,6
42372,321.0560699,106.0424443,155,305,56,267,105,286,6
43014,321.1261434,109.5627674,156,306,54,266,105,286,6
42427,319.2647804,105.4751155,148,307,50,268,99,287,6
43065,319.6263443,105.4751155,142,306,44,267,93,286,6
43608,316.9100819,104.9237819,136,307,39,267,87,287,6
43924,317.2380809,107.01869,134,308,36,265,85,286,6
43646,315.3363284,105.1903037,131,307,35,264,83,285,6
43680,313.4389893,106.0235823,130,308,34,263,82,285,6
43229,312.3491636,104.6947945,130,307,35,263,82,285,6
42918,312.0849243,103.3150521,130,308,37,263,83,285,6
42780,310.8520548,104.6518036,133,308,39,262,86,285,6
42160,310.6444913,105.1189802,137,308,42,263,89,285,6
41052,311.1607302,104.6947945,144,308,49,264,96,286,6
40741,311.0401903,105.7024125,150,308,53,266,101,287,6
