483,154,285,319,15923,1
502,150,266,327,16895,1
503,151,265,325,16403,1
501,146,265,317,16995,1
503,148,265,323,17022,1
503,147,265,320,16815,1
503,144,264,317,17488,1
504,144,263,310,17133,1
506,142,262,300,17348,1
508,139,260,291,17662,1
510,137,259,281,17953,1
512,135,257,279,18060,1
515,137,256,279,17613,1
515,135,255,279,18098,1
516,135,255,279,18411,1
515,136,255,279,18089,1
515,140,256,280,17651,1
513,139,257,286,18089,1
511,139,259,293,18464,1
509,140,260,300,18542,1
508,143,261,306,18125,1
507,145,262,316,18002,1
506,147,263,321,17853,1
504,147,264,325,17551,1
503,148,265,329,17713,1
502,150,266,321,17019,1
500,150,267,325,16964,1
497,147,257,320,16842,1
497,150,259,327,16472,1
496,150,255,324,16041,1
496,152,256,325,15692,1
494,149,256,325,16107,1
494,150,257,325,15810,1
495,150,258,325,15750,1
495,149,260,325,16204,1
498,150,267,325,16311,1
499,148,266,327,16795,1
500,148,265,326,16520,1
502,146,264,321,16642,1
503,143,263,312,16918,1
504,141,262,301,17088,1
505,139,261,295,17273,1
508,139,260,288,17330,1
509,137,259,281,17426,1
511,136,258,277,17293,1
513,135,256,276,17398,1
513,133,255,275,17397,1
515,133,254,275,17521,1
516,134,253,275,17385,1
517,132,253,275,17861,1
517,133,252,275,17719,1
518,133,252,275,17880,1
517,132,252,275,17841,1
518,134,252,275,17524,1
517,134,252,276,17878,1
517,135,252,276,17584,1
515,134,252,276,17909,1
515,135,253,277,17985,1
514,136,253,277,18091,1
513,137,254,285,18261,1
512,138,255,288,18167,1
510,139,256,296,18139,1
509,141,257,302,18240,1
507,142,258,316,18112,1
508,146,259,327,18096,1
506,148,260,329,17761,1
504,148,261,330,17604,1
503,150,262,323,17012,1
500,149,257,327,17017,1
498,147,255,321,16865,1
498,150,253,325,16409,1
497,149,252,325,16370,1
496,150,250,325,15827,1
494,148,249,325,16187,1
494,149,246,324,15758,1
493,147,246,325,16343,1
494,149,247,325,15983,1
494,148,248,323,15933,1
495,148,249,324,16003,1
496,149,251,325,15981,1
498,149,255,325,16047,1
500,148,257,325,16336,1
503,150,262,324,16116,1
503,147,261,320,16696,1
503,145,261,326,16813,1
505,144,260,323,17411,1
506,143,259,317,17418,1
507,143,258,307,17288,1
508,141,258,301,17538,1
509,141,257,296,17415,1
510,140,257,292,17361,1
511,138,256,287,17687,1
512,138,256,280,17476,1
513,139,256,279,17330,1
513,137,255,279,17743,1
514,137,255,279,17907,1
514,136,255,279,17971,1
514,136,255,279,17977,1
514,137,255,279,17647,1
514,137,255,280,18160,1
514,137,255,281,18181,1
514,137,256,280,18255,1
514,138,256,281,18392,1
